End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,AK,HI
pool heaters,5,0.0,0.5675045711130472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408129712367752,0.0415634491762247,0.0,0.0528370148925666,0.1395298467314436,0.1532830695544815,0.0044690772954609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool heaters,6,0.0,0.0,0.0,0.0,0.0,0.0702896424723919,0.0,0.0,0.0,0.0,0.0109417526054138,0.0,0.0,0.0,0.2911824700030962,0.627586134919098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool heaters,7,0.6776024335686113,0.0,0.0,0.0,0.0,0.182130461817335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349160048054112,0.0,0.0,0.0053510998086424,0.0,0.0,0.0,0.0,0.0,0,0
pool heaters,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127264767986815,0.0,0.0,0.8082592573518051,0.0,0.0,0.0005644538291188,0.0306890868826286,0.1477607251377659,0,0
pool heaters,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3445417342253457,0.4403518281655897,0.2151064376090647,0.0,0.0,0,0
pool pumps,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1371092746431098,0.2213082401340969,0.5569109500228097,0.0846715351999837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,3,0.0,0.0,0.1240489414216562,0.200518204248131,0.1921312664414469,0.0,0.0,0.0,0.0,0.0,0.3072671505556198,0.176034437333146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,4,0.0,0.0,0.3067311437864018,0.2376786359604454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274461100186321,0.1281441102345205,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,5,0.0,0.4963401288819065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602914111996313,0.0526983647994005,0.0,0.0726791406575246,0.1417767708507314,0.1731180098872369,0.0030961737235685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,6,0.0,0.0,0.0,0.0,0.0,0.0725687510838027,0.0,0.0,0.0,0.0,0.0219767164632218,0.0,0.0,0.0,0.2658721407177268,0.6395823917352487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,7,0.6402362742009097,0.0,0.0,0.0,0.0,0.1826102243849223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1633873425049299,0.0,0.0,0.0137661589092381,0.0,0.0,0.0,0.0,0.0,0,0
pool pumps,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103588471656094,0.0,0.0,0.7345708283956242,0.0,0.0,0.0100252041434812,0.0402774129938601,0.2047677073014248,0,0
pool pumps,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029200567684585,0.382582575314199,0.482357602477143,0.1321397654401993,0.0,0.0,0,0
portable electric spas,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
portable electric spas,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2430740943594858,0.2562283175802212,0.4130797260266912,0.0876178620336016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
portable electric spas,3,0.0,0.0,0.1283534021752959,0.1809988831998031,0.2394752323963895,0.0,0.0,0.0,0.0,0.0,0.2991095087679979,0.1520629734605134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
portable electric spas,4,0.0,0.0,0.3859441955215317,0.1450286209711183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1859453588133784,0.2796279883912597,0.0,0.0,0.0,0.0,0.0034538363027118,0.0,0,0
portable electric spas,5,0.0,0.4333871392234003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0797843315136611,0.0567963211400966,0.0,0.107162894975578,0.1548346496358016,0.1662556379297212,0.0017790255817408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
portable electric spas,6,0.0,0.0,0.0,0.0,0.0,0.0626985232757105,0.0,0.0,0.0,0.0,0.0312275327934053,0.0,0.0,0.0,0.2312761712034845,0.6747977727273995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
portable electric spas,7,0.608319675092312,0.0,0.0,0.0,0.0,0.1646944293390425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2110093661942373,0.0,0.0,0.0159765293744082,0.0,0.0,0.0,0.0,0.0,0,0
portable electric spas,8,0.0,0.0,0.0015691062101062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093509244866822,0.0,0.0024926808485134,0.3883201716727013,0.0,0.0,0.0819133245690267,0.2120034084379686,0.3043503837750014,0,0
portable electric spas,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018583577869843,0.3184707984382932,0.3838683826867259,0.2958024610879963,0.0,0.0,0,0
fans and pumps,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
fans and pumps,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724984917976212,0.2148845767172422,0.5197618545930757,0.092855076892061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
fans and pumps,3,0.0,0.0,0.1236975568058763,0.2011282563683407,0.1880481751585687,0.0,0.0,0.0,0.0,0.0,0.3288106157254866,0.1583153959417275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
fans and pumps,4,0.0,0.0,0.3224377148251621,0.184708239588999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2979860452076336,0.1910800803242343,0.0,0.0,0.0,0.0,0.0037879200539709,0.0,0,0
fans and pumps,5,0.0,0.3382286274146263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706066394632872,0.0652832534335539,0.0,0.1127797735769585,0.2351256870399141,0.1751087213347338,0.0028672977369259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
fans and pumps,6,0.0,0.0,0.0,0.0,0.0,0.0819512518213771,0.0,0.0,0.0,0.0,0.0196171801993214,0.0,0.0,0.0,0.2842168367887303,0.6142147311905711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
fans and pumps,7,0.5877257220209192,0.0,0.0,0.0,0.0,0.1906514322089643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2039047497055642,0.0,0.0,0.0177180960645521,0.0,0.0,0.0,0.0,0.0,0,0
fans and pumps,8,0.0,0.0,0.0005594647013926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117059743451692,0.0,0.0017326936840506,0.4869972972836035,0.0,0.0,0.0471172002809846,0.1697286673111062,0.2821587023936928,0,0
fans and pumps,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077129260724874,0.2928027032612142,0.4543280930991362,0.2451562775671621,0.0,0.0,0,0
